event_id	season	stage	type	date	name	site	num_drivers	laps	lap_distance
1992-15-R	1992	15	R	1992-10-25	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	26	53	5.864
1992-16-Q	1992	16	Q	1992-11-08	Fosters_Australian_Grand_Prix	Adelaide Grand Prix Circuit	26	1	3.78
1992-16-R	1992	16	R	1992-11-08	Fosters_Australian_Grand_Prix	Adelaide Grand Prix Circuit	26	81	3.78
1993-01-Q	1993	1	Q	1993-03-14	Panasonic_South_African_Grand_Prix	Kyalami Circuit	26	1	4.261
1993-01-R	1993	1	R	1993-03-14	Panasonic_South_African_Grand_Prix	Kyalami Circuit	26	72	4.261
1993-02-Q	1993	2	Q	1993-03-28	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	25	1	4.325
1993-02-R	1993	2	R	1993-03-28	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	25	71	4.325
1993-03-Q	1993	3	Q	1993-04-11	Sega_European_Grand_Prix	Donington Park Circuit	25	1	4.023
1993-03-R	1993	3	R	1993-04-11	Sega_European_Grand_Prix	Donington Park Circuit	25	76	4.023
1993-04-Q	1993	4	Q	1993-04-25	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	25	1	5.04
1993-04-R	1993	4	R	1993-04-25	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	25	61	5.04
1993-05-Q	1993	5	Q	1993-05-09	Grand_Prix_of_Spain	Circuit de Catalunya	25	1	4.747
1993-05-R	1993	5	R	1993-05-09	Grand_Prix_of_Spain	Circuit de Catalunya	25	65	4.747
1993-06-Q	1993	6	Q	1993-05-23	Grand_Prix_of_Monaco	Circuit de Monaco	25	1	3.328
1993-06-R	1993	6	R	1993-05-23	Grand_Prix_of_Monaco	Circuit de Monaco	25	78	3.328
1993-07-Q	1993	7	Q	1993-06-13	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	25	1	4.43
1993-07-R	1993	7	R	1993-06-13	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	25	69	4.43
1993-08-Q	1993	8	Q	1993-07-04	Rhone-Poulenc_Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	25	1	4.25
1993-08-R	1993	8	R	1993-07-04	Rhone-Poulenc_Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	25	72	4.25
1993-09-Q	1993	9	Q	1993-07-11	British_Grand_Prix	Silverstone Circuit	25	1	5.226
1993-09-R	1993	9	R	1993-07-11	British_Grand_Prix	Silverstone Circuit	25	59	5.226
1993-10-Q	1993	10	Q	1993-07-25	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	26	1	6.815
1993-10-R	1993	10	R	1993-07-25	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	26	45	6.815
1993-11-Q	1993	11	Q	1993-08-15	Marlboro_Hungarian_Grand_Prix	Hungaroring	26	1	3.968
1993-11-R	1993	11	R	1993-08-15	Marlboro_Hungarian_Grand_Prix	Hungaroring	26	77	3.968
1993-12-Q	1993	12	Q	1993-08-29	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	26	1	6.974
1993-12-R	1993	12	R	1993-08-29	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	26	44	6.974
1993-13-Q	1993	13	Q	1993-09-12	Pioneer_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26	1	5.8
1993-13-R	1993	13	R	1993-09-12	Pioneer_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26	53	5.8
1993-14-Q	1993	14	Q	1993-09-26	Grand_Prix_of_Portugal	Autodromo do Estoril	26	1	4.35
1993-14-R	1993	14	R	1993-09-26	Grand_Prix_of_Portugal	Autodromo do Estoril	26	71	4.35
1993-15-Q	1993	15	Q	1993-10-24	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	24	1	5.864
1993-15-R	1993	15	R	1993-10-24	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	24	53	5.864
1993-16-Q	1993	16	Q	1993-11-07	Fosters_Australian_Grand_Prix	Adelaide Grand Prix Circuit	24	1	3.78
1993-16-R	1993	16	R	1993-11-07	Fosters_Australian_Grand_Prix	Adelaide Grand Prix Circuit	24	79	3.78
1994-01-Q	1994	1	Q	1994-03-27	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	26	1	4.325
1994-01-R	1994	1	R	1994-03-27	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	26	71	4.325
1994-02-Q	1994	2	Q	1994-04-17	Pacific_Grand_Prix	Tanaka International Circuit	26	1	3.703
1994-02-R	1994	2	R	1994-04-17	Pacific_Grand_Prix	Tanaka International Circuit	26	83	3.703
1994-03-Q	1994	3	Q	1994-05-01	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26	1	5.04
1994-03-R	1994	3	R	1994-05-01	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26	58	5.04
1994-04-Q	1994	4	Q	1994-05-15	Grand_Prix_of_Monaco	Circuit de Monaco	25	1	3.328
1994-04-R	1994	4	R	1994-05-15	Grand_Prix_of_Monaco	Circuit de Monaco	25	78	3.328
1994-05-Q	1994	5	Q	1994-05-29	Grand_Prix_of_Spain	Circuit de Catalunya	26	1	4.747
1994-05-R	1994	5	R	1994-05-29	Grand_Prix_of_Spain	Circuit de Catalunya	26	65	4.747
1994-06-Q	1994	6	Q	1994-06-12	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	26	1	4.45
1994-06-R	1994	6	R	1994-06-12	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	26	69	4.45
1994-07-Q	1994	7	Q	1994-07-03	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	26	1	4.25
1994-07-R	1994	7	R	1994-07-03	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	26	72	4.25
1994-08-Q	1994	8	Q	1994-07-10	British_Grand_Prix	Silverstone Circuit	26	1	5.057
1994-08-R	1994	8	R	1994-07-10	British_Grand_Prix	Silverstone Circuit	26	60	5.057
1994-09-Q	1994	9	Q	1994-07-31	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	26	1	6.823
1994-09-R	1994	9	R	1994-07-31	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	26	45	6.823
1994-10-Q	1994	10	Q	1994-08-14	Hungarian_Grand_Prix	Hungaroring	26	1	3.968
1994-10-R	1994	10	R	1994-08-14	Hungarian_Grand_Prix	Hungaroring	26	77	3.968
1994-11-Q	1994	11	Q	1994-08-28	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	26	1	7.001
1994-11-R	1994	11	R	1994-08-28	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	26	44	7.001
1994-12-Q	1994	12	Q	1994-09-11	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26	1	5.8
1994-12-R	1994	12	R	1994-09-11	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26	53	5.8
1994-13-Q	1994	13	Q	1994-09-25	Grand_Prix_of_Portugal	Autodromo do Estoril	26	1	4.36
1994-13-R	1994	13	R	1994-09-25	Grand_Prix_of_Portugal	Autodromo do Estoril	26	71	4.36
1994-14-Q	1994	14	Q	1994-10-16	Grand_Prix_of_Europe	Circuito Permanente de Jerez	26	1	4.428
1994-14-R	1994	14	R	1994-10-16	Grand_Prix_of_Europe	Circuito Permanente de Jerez	26	69	4.428
1994-15-Q	1994	15	Q	1994-11-06	Japanese_Grand_Prix	Suzuka Circuitland	26	1	5.864
1994-15-R	1994	15	R	1994-11-06	Japanese_Grand_Prix	Suzuka Circuitland	26	50	5.864
1994-16-Q	1994	16	Q	1994-11-13	Australian_Grand_Prix	Adelaide Grand Prix Circuit	26	1	3.78
1994-16-R	1994	16	R	1994-11-13	Australian_Grand_Prix	Adelaide Grand Prix Circuit	26	81	3.78
1995-01-Q	1995	1	Q	1995-03-26	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	26	1	4.325
1995-01-R	1995	1	R	1995-03-26	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	26	71	4.325
1995-02-Q	1995	2	Q	1995-04-09	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	26	1	4.259
1995-02-R	1995	2	R	1995-04-09	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	26	72	4.259
1995-03-Q	1995	3	Q	1995-04-30	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26	1	4.895
1995-03-R	1995	3	R	1995-04-30	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26	63	4.895
1995-04-Q	1995	4	Q	1995-05-14	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	26	1	4.727
1995-04-R	1995	4	R	1995-05-14	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	26	65	4.727
1995-05-Q	1995	5	Q	1995-05-28	Grand_Prix_of_Monaco	Circuit de Monaco	26	1	3.328
1995-05-R	1995	5	R	1995-05-28	Grand_Prix_of_Monaco	Circuit de Monaco	26	78	3.328
1995-06-Q	1995	6	Q	1995-06-11	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	24	1	4.43
1995-06-R	1995	6	R	1995-06-11	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	24	68	4.43
1995-07-Q	1995	7	Q	1995-07-02	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	24	1	4.25
1995-07-R	1995	7	R	1995-07-02	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	24	72	4.25
1995-08-Q	1995	8	Q	1995-07-16	British_Grand_Prix	Silverstone Circuit	24	1	5.057
1995-08-R	1995	8	R	1995-07-16	British_Grand_Prix	Silverstone Circuit	24	61	5.057
1995-09-Q	1995	9	Q	1995-07-30	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	24	1	6.823
1995-09-R	1995	9	R	1995-07-30	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	24	45	6.823
1995-10-Q	1995	10	Q	1995-08-13	Marlboro_Hungarian_Grand_Prix	Hungaroring	24	1	3.968
1995-10-R	1995	10	R	1995-08-13	Marlboro_Hungarian_Grand_Prix	Hungaroring	24	77	3.968
1995-11-Q	1995	11	Q	1995-08-27	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	24	1	6.974
1995-11-R	1995	11	R	1995-08-27	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	24	44	6.974
1995-12-Q	1995	12	Q	1995-09-10	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24	1	5.77
1995-12-R	1995	12	R	1995-09-10	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24	53	5.77
1995-13-Q	1995	13	Q	1995-09-24	Grand_Prix_of_Portugal	Autodromo do Estoril	24	1	4.36
1995-13-R	1995	13	R	1995-09-24	Grand_Prix_of_Portugal	Autodromo do Estoril	24	71	4.36
1995-14-Q	1995	14	Q	1995-10-01	Grand_Prix_of_Europe	Nurburgring	24	1	4.556
1995-14-R	1995	14	R	1995-10-01	Grand_Prix_of_Europe	Nurburgring	24	67	4.556
1995-15-Q	1995	15	Q	1995-10-22	T.I._Aida_Pacific_Grand_Prix	Tanaka International Circuit	24	1	3.703
1995-15-R	1995	15	R	1995-10-22	T.I._Aida_Pacific_Grand_Prix	Tanaka International Circuit	24	83	3.703
1995-16-Q	1995	16	Q	1995-10-29	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	24	1	5.864
1995-16-R	1995	16	R	1995-10-29	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	24	53	5.864
1995-17-Q	1995	17	Q	1995-11-12	EDS_Australian_Grand_Prix	Adelaide Grand Prix Circuit	24	1	3.78
1995-17-R	1995	17	R	1995-11-12	EDS_Australian_Grand_Prix	Adelaide Grand Prix Circuit	24	81	3.78
1996-01-Q	1996	1	Q	1996-03-10	Transurban_Australian_Grand_Prix	Albert Park Grand Prix Circuit	20	1	5.302
1996-01-R	1996	1	R	1996-03-10	Transurban_Australian_Grand_Prix	Albert Park Grand Prix Circuit	20	58	5.302
1996-02-Q	1996	2	Q	1996-03-31	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	22	1	4.325
1996-02-R	1996	2	R	1996-03-31	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	22	71	4.325
1996-03-Q	1996	3	Q	1996-04-07	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	22	1	4.259
1996-03-R	1996	3	R	1996-04-07	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	22	72	4.259
1996-04-Q	1996	4	Q	1996-04-28	Grand_Prix_of_Europe	Nurburgring	20	1	4.556
1996-04-R	1996	4	R	1996-04-28	Grand_Prix_of_Europe	Nurburgring	20	67	4.556
1996-05-Q	1996	5	Q	1996-05-05	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	21	1	4.892
1996-05-R	1996	5	R	1996-05-05	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	21	63	4.892
1996-06-Q	1996	6	Q	1996-05-19	Grand_Prix_of_Monaco	Circuit de Monaco	22	1	3.328
1996-06-R	1996	6	R	1996-05-19	Grand_Prix_of_Monaco	Circuit de Monaco	22	75	3.328
1996-07-Q	1996	7	Q	1996-06-02	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	20	1	4.727
1996-07-R	1996	7	R	1996-06-02	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	20	65	4.727
1996-08-Q	1996	8	Q	1996-06-16	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	1	4.421
1996-08-R	1996	8	R	1996-06-16	Molson_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	69	4.421
1996-09-Q	1996	9	Q	1996-06-30	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	1	4.25
1996-09-R	1996	9	R	1996-06-30	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	72	4.25
1996-10-Q	1996	10	Q	1996-07-14	British_Grand_Prix	Silverstone Circuit	20	1	5.072
1996-10-R	1996	10	R	1996-07-14	British_Grand_Prix	Silverstone Circuit	20	61	5.072
1996-11-Q	1996	11	Q	1996-07-28	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	19	1	6.823
1996-11-R	1996	11	R	1996-07-28	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	19	45	6.823
1996-12-Q	1996	12	Q	1996-08-11	Marlboro_Hungarian_Grand_Prix	Hungaroring	20	1	3.968
1996-12-R	1996	12	R	1996-08-11	Marlboro_Hungarian_Grand_Prix	Hungaroring	20	77	3.968
1996-13-Q	1996	13	Q	1996-08-25	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	19	1	6.968
1996-13-R	1996	13	R	1996-08-25	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	19	44	6.968
1996-14-Q	1996	14	Q	1996-09-08	Pioneer_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	20	1	5.77
1996-14-R	1996	14	R	1996-09-08	Pioneer_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	20	53	5.77
1996-15-Q	1996	15	Q	1996-09-22	Grand_Prix_of_Portugal	Autodromo do Estoril	20	1	4.36
1996-15-R	1996	15	R	1996-09-22	Grand_Prix_of_Portugal	Autodromo do Estoril	20	70	4.36
1996-16-Q	1996	16	Q	1996-10-13	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	19	1	5.864
1996-16-R	1996	16	R	1996-10-13	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	19	52	5.864
1997-01-Q	1997	1	Q	1997-03-09	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	1	5.302
1997-01-R	1997	1	R	1997-03-09	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	58	5.302
1997-02-Q	1997	2	Q	1997-03-30	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	22	1	4.292
1997-02-R	1997	2	R	1997-03-30	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	22	72	4.292
1997-03-Q	1997	3	Q	1997-04-13	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	22	1	4.259
1997-03-R	1997	3	R	1997-04-13	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	22	72	4.259
1997-04-Q	1997	4	Q	1997-04-27	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	22	1	4.93
1997-04-R	1997	4	R	1997-04-27	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	22	62	4.93
1997-05-Q	1997	5	Q	1997-05-11	Grand_Prix_of_Monaco	Circuit de Monaco	22	1	3.366
1997-05-R	1997	5	R	1997-05-11	Grand_Prix_of_Monaco	Circuit de Monaco	22	62	3.366
1997-06-Q	1997	6	Q	1997-05-25	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	22	1	4.728
1997-06-R	1997	6	R	1997-05-25	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	22	64	4.728
1997-07-Q	1997	7	Q	1997-06-15	Players_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	1	4.421
1997-07-R	1997	7	R	1997-06-15	Players_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	54	4.421
1997-08-Q	1997	8	Q	1997-06-29	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	1	4.25
1997-08-R	1997	8	R	1997-06-29	Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	72	4.25
1997-09-Q	1997	9	Q	1997-07-13	R.A.C._British_Grand_Prix	Silverstone Circuit	22	1	5.14
1997-09-R	1997	9	R	1997-07-13	R.A.C._British_Grand_Prix	Silverstone Circuit	22	59	5.14
1997-10-Q	1997	10	Q	1997-07-27	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	22	1	6.823
1997-10-R	1997	10	R	1997-07-27	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	22	45	6.823
1997-11-Q	1997	11	Q	1997-08-10	Marlboro_Hungarian_Grand_Prix	Hungaroring	22	1	3.968
1997-11-R	1997	11	R	1997-08-10	Marlboro_Hungarian_Grand_Prix	Hungaroring	22	77	3.968
1997-12-Q	1997	12	Q	1997-08-24	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	22	1	6.968
1997-12-R	1997	12	R	1997-08-24	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	22	44	6.968
1997-13-Q	1997	13	Q	1997-09-07	Campari_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	22	1	5.77
1997-13-R	1997	13	R	1997-09-07	Campari_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	22	53	5.77
1997-14-Q	1997	14	Q	1997-09-21	Grand_Prix_of_Austria	A1-Ring	21	1	4.323
1997-14-R	1997	14	R	1997-09-21	Grand_Prix_of_Austria	A1-Ring	21	71	4.323
1997-15-Q	1997	15	Q	1997-09-28	Grand_Prix_of_Luxembourg	Nurburgring	22	1	4.556
1997-15-R	1997	15	R	1997-09-28	Grand_Prix_of_Luxembourg	Nurburgring	22	67	4.556
1997-16-Q	1997	16	Q	1997-10-12	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	22	1	5.864
1997-16-R	1997	16	R	1997-10-12	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	22	53	5.864
1997-17-Q	1997	17	Q	1997-10-26	Grand_Prix_of_Europe	Circuito Permanente de Jerez	22	1	4.428
1997-17-R	1997	17	R	1997-10-26	Grand_Prix_of_Europe	Circuito Permanente de Jerez	22	69	4.428
1998-01-Q	1998	1	Q	1998-03-08	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	1	5.303
1998-01-R	1998	1	R	1998-03-08	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	58	5.303
1998-02-Q	1998	2	Q	1998-03-29	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	22	1	4.292
1998-02-R	1998	2	R	1998-03-29	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	22	72	4.292
1998-03-Q	1998	3	Q	1998-04-12	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	22	1	4.259
1998-03-R	1998	3	R	1998-04-12	Marlboro_Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	22	72	4.259
1998-04-Q	1998	4	Q	1998-04-26	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	22	1	4.93
1998-04-R	1998	4	R	1998-04-26	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	22	62	4.93
1998-05-Q	1998	5	Q	1998-05-10	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	21	1	4.728
1998-05-R	1998	5	R	1998-05-10	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	21	65	4.728
1998-06-Q	1998	6	Q	1998-05-24	Grand_Prix_of_Monaco	Circuit de Monaco	21	1	3.367
1998-06-R	1998	6	R	1998-05-24	Grand_Prix_of_Monaco	Circuit de Monaco	21	78	3.367
1998-07-Q	1998	7	Q	1998-06-07	Players_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	1	4.421
1998-07-R	1998	7	R	1998-06-07	Players_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	69	4.421
1998-08-Q	1998	8	Q	1998-06-28	Mobil_1_Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	1	4.25
1998-08-R	1998	8	R	1998-06-28	Mobil_1_Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	71	4.25
1998-09-Q	1998	9	Q	1998-07-12	R.A.C._British_Grand_Prix	Silverstone Circuit	22	1	5.14
1998-09-R	1998	9	R	1998-07-12	R.A.C._British_Grand_Prix	Silverstone Circuit	22	60	5.14
1998-10-Q	1998	10	Q	1998-07-26	Grand_Prix_of_Austria	A1-Ring	22	1	4.319
1998-10-R	1998	10	R	1998-07-26	Grand_Prix_of_Austria	A1-Ring	22	71	4.319
1998-11-Q	1998	11	Q	1998-08-02	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	21	1	6.823
1998-11-R	1998	11	R	1998-08-02	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	21	45	6.823
1998-12-Q	1998	12	Q	1998-08-16	Marlboro_Hungarian_Grand_Prix	Hungaroring	21	1	3.972
1998-12-R	1998	12	R	1998-08-16	Marlboro_Hungarian_Grand_Prix	Hungaroring	21	77	3.972
1998-13-Q	1998	13	Q	1998-08-30	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	22	1	6.968
1998-13-R	1998	13	R	1998-08-30	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	22	44	6.968
1998-14-Q	1998	14	Q	1998-09-13	Campari_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	22	1	5.77
1998-14-R	1998	14	R	1998-09-13	Campari_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	22	53	5.77
1998-15-Q	1998	15	Q	1998-09-27	Warsteiner_Grand_Prix_of_Luxembourg	Nurburgring	22	1	4.556
1998-15-R	1998	15	R	1998-09-27	Warsteiner_Grand_Prix_of_Luxembourg	Nurburgring	22	67	4.556
1998-16-Q	1998	16	Q	1998-11-01	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	21	1	5.864
1998-16-R	1998	16	R	1998-11-01	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	21	51	5.864
1999-01-Q	1999	1	Q	1999-03-07	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	1	5.303
1999-01-R	1999	1	R	1999-03-07	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	57	5.303
1999-02-Q	1999	2	Q	1999-04-11	Marlboro_Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	21	1	4.292
1999-02-R	1999	2	R	1999-04-11	Marlboro_Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	21	72	4.292
1999-03-Q	1999	3	Q	1999-05-02	Warsteiner_Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	22	1	4.93
1999-03-R	1999	3	R	1999-05-02	Warsteiner_Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	22	62	4.93
1999-04-Q	1999	4	Q	1999-05-16	Grand_Prix_of_Monaco	Circuit de Monaco	22	1	3.367
1999-04-R	1999	4	R	1999-05-16	Grand_Prix_of_Monaco	Circuit de Monaco	22	78	3.367
1999-05-Q	1999	5	Q	1999-05-30	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	22	1	4.728
1999-05-R	1999	5	R	1999-05-30	Marlboro_Grand_Prix_of_Spain	Circuit de Catalunya	22	65	4.728
1999-06-Q	1999	6	Q	1999-06-13	Air_Canada_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	1	4.421
1999-06-R	1999	6	R	1999-06-13	Air_Canada_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	22	69	4.421
1999-07-Q	1999	7	Q	1999-06-27	Mobil_1_Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	1	4.25
1999-07-R	1999	7	R	1999-06-27	Mobil_1_Grand_Prix_of_France	Circuit de Nevers - Magny-Cours	22	72	4.25
1999-08-Q	1999	8	Q	1999-07-11	R.A.C._British_Grand_Prix	Silverstone Circuit	22	1	5.14
1999-08-R	1999	8	R	1999-07-11	R.A.C._British_Grand_Prix	Silverstone Circuit	22	60	5.14
1999-09-Q	1999	9	Q	1999-07-25	Grand_Prix_of_Austria	A1-Ring	22	1	4.319
1999-09-R	1999	9	R	1999-07-25	Grand_Prix_of_Austria	A1-Ring	22	71	4.319
1999-10-Q	1999	10	Q	1999-08-01	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	22	1	6.823
1999-10-R	1999	10	R	1999-08-01	Mobil_1_Grand_Prix_of_Germany	Hockenheimring	22	45	6.823
1999-11-Q	1999	11	Q	1999-08-15	Marlboro_Hungarian_Grand_Prix	Hungaroring	22	1	3.973
1999-11-R	1999	11	R	1999-08-15	Marlboro_Hungarian_Grand_Prix	Hungaroring	22	77	3.973
1999-12-Q	1999	12	Q	1999-08-29	Fosters_Belgian_Grand_Prix	Circuit de Spa Francorchamps	22	1	6.968
1999-12-R	1999	12	R	1999-08-29	Fosters_Belgian_Grand_Prix	Circuit de Spa Francorchamps	22	44	6.968
1999-13-Q	1999	13	Q	1999-09-12	Campari_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	22	1	5.77
1999-13-R	1999	13	R	1999-09-12	Campari_Grand_Prix_of_Italy	Autodromo Nazionale di Monza	22	53	5.77
1999-14-Q	1999	14	Q	1999-09-26	Warsteiner_Grand_Prix_of_Europe	Nurburgring	22	1	4.556
1999-14-R	1999	14	R	1999-09-26	Warsteiner_Grand_Prix_of_Europe	Nurburgring	22	66	4.556
1999-15-Q	1999	15	Q	1999-10-17	Petronas_Malaysian_Grand_Prix	Sepang International Circuit	22	1	5.542
1999-15-R	1999	15	R	1999-10-17	Petronas_Malaysian_Grand_Prix	Sepang International Circuit	22	56	5.542
1999-16-Q	1999	16	Q	1999-10-31	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	22	1	5.864
1999-16-R	1999	16	R	1999-10-31	Fuji_Television_Japanese_Grand_Prix	Suzuka Circuitland	22	53	5.864
2000-01-Q	2000	1	Q	2000-03-12	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	1	5.303
2000-01-R	2000	1	R	2000-03-12	Qantas_Australian_Grand_Prix	Albert Park Grand Prix Circuit	22	58	5.303
